Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,1,"47,501","118,948",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,2,"53,271","122,194",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,3,"55,162","127,953",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,4,"59,287","95,991",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,5,"292,318","122,016",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,6,"603,154","162,948",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,7,"758,253","189,804",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,8,"633,657","172,513",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,9,"492,451","150,373",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,10,"186,185","112,556",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,11,"50,508","88,972",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2016,12,"38,329","88,628",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,1,"45,377","109,657",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,2,"44,397","111,004",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,3,"53,366","120,755",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,4,"58,403","97,898",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,5,"255,583","130,394",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,6,"637,683","169,203",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,7,"739,046","185,452",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,8,"716,690","178,252",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,9,"482,661","168,694",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,10,"187,499","134,907",79,205
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,11,"45,496","109,342",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2017,12,"50,799","136,789",0,0
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,1,887,58,18,38
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,2,"2,433",52,24,10
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,3,"2,917",55,49,66
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,4,"7,610",56,371,402
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,5,"11,898",69,"1,505","1,130"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,6,"14,932",61,"4,862","2,594"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,7,"21,250",64,"6,674","2,562"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,8,"20,556",60,"7,186","2,457"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,9,"19,961",55,"2,359","2,695"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,10,"8,433",56,798,959
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,11,"2,576",53,116,192
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2015,12,"2,670",56,52,46
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,1,838,58,14,35
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,2,"2,082",52,21,7
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,3,"9,023",55,52,52
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,4,"10,051",0,368,385
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,5,"15,150",80,"1,827","1,312"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,6,"17,534",61,"5,313","2,835"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,7,"33,885",89,"9,278","3,560"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,8,"17,744",50,"6,038","2,065"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,9,"22,978",60,"2,594","2,964"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,10,"12,030",76,"1,078","1,295"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,11,"2,222",56,108,192
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2016,12,"1,309",0,52,46
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,1,"1,144",64,28,56
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,2,"2,289",58,28,56
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,3,"2,199",58,112,122
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,4,"16,671",60,112,178
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,5,"27,678",85,"1,827","1,312"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,6,"30,982",67,"5,313","2,835"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,7,"26,286",92,"9,664","3,734"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,8,"20,230",67,"6,038","2,065"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,9,"23,694",69,"2,278","2,524"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,10,"13,307",72,"1,124","1,603"
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,11,"2,126",56,154,248
Great Basin National Park ,GRBA,National Park,Pacific West ,NV,2017,12,"1,422",0,91,60
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,1,"373,315","630,923",377,218
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,2,"244,214","658,848",201,116
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,3,"598,835","905,095","3,415","1,531"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,4,"794,886","943,551","6,674","5,596"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,5,"1,017,955","932,196","21,120","16,044"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,6,"1,307,646","1,141,381","25,471","19,630"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,7,"1,441,603","1,258,486","39,369","19,758"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,8,"1,208,882","1,060,932","26,622","11,170"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,9,"1,096,723","949,292","21,240","17,034"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,10,"1,353,454","1,186,205","26,340","22,530"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,11,"707,576","936,948","1,796","3,323"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2015,12,"567,585","630,923",359,227
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,1,"379,730","630,923",472,218
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,2,"353,532","658,848",318,163
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,3,"778,211","905,095","4,768","1,921"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,4,"859,420","943,551","7,722","6,057"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,5,"1,018,224","932,196","21,678","13,482"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,6,"1,364,138","1,141,381","39,072","18,380"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,7,"1,464,456","1,258,486","42,480","19,843"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,8,"1,183,778","1,060,932","23,122","10,192"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,9,"1,165,098","1,054,742","20,480","16,052"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,10,"1,466,584","1,334,690","27,452","23,476"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,11,"810,894","1,081,022","2,874","1,838"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2016,12,"468,721","213,365",136,58
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,1,"382,161","630,923",466,364
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,2,"457,921","932,876",804,499
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,3,"690,615","722,703","5,052","2,150"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,4,"867,375","701,491","7,625","5,706"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,5,"907,646","497,155","18,698","11,056"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,6,"1,304,711","657,436","27,956","16,680"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,7,"1,492,508","1,016,251","32,332","20,762"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,8,"1,235,188","727,496","25,972","11,492"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,9,"1,282,168","1,054,742","16,581","14,608"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,10,"1,336,369","1,334,690","21,680","22,814"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,11,"817,238","1,081,022","2,890","3,802"
Great Smoky Mountains National Park,GRSM,National Park,Southeast ,TN,2017,12,"564,993","1,039,483",408,164
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,1,"6,763",0,389,219
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,2,"10,781",0,278,305
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,3,"21,869",0,"1,190",885
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,4,"22,299",0,"1,042",808
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,5,"14,259",0,"1,169",506
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,6,"11,907",0,809,252
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,7,"18,007",0,991,172
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,8,"13,052",0,570,111
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,9,"9,443",0,618,193
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,10,"17,086",0,"1,024",660
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,11,"14,409",0,738,549
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2015,12,"9,660",0,357,156
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,1,"8,499",0,474,249
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,2,"10,791",0,555,667
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,3,"23,426",0,"1,551","1,004"
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,4,"15,690",0,"1,089",886
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,5,"16,276",0,668,344
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,6,"13,126",0,914,247
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,7,"13,619",0,"1,006",152
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,8,"11,237",0,695,184
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,9,"15,125",0,818,469
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,10,"18,984",0,"1,176",790
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,11,"21,663",0,"1,033",814
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2016,12,"13,403",0,675,448
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,1,"12,105",0,801,510
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,2,"21,610",0,663,653
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,3,"51,285",0,"1,594","1,236"
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,4,"18,856",0,"1,254","1,038"
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,5,"18,076",0,"1,159",686
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,6,"14,733",0,"1,209",374
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,7,"12,234",0,"1,095",346
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,8,"14,183",0,789,149
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,9,"10,114",0,823,327
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,10,"17,643",0,"1,049",662
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,11,"20,336",0,941,738
Guadalupe Mountains National Park ,GUMO,National Park,Intermountain ,TX,2017,12,"14,082",0,723,464
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,1,"94,741","2,424",859,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,2,"87,335","2,424",686,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,3,"100,985","2,424",786,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,4,"98,444","2,424",616,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,5,"106,655","2,424",771,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,6,"107,933","2,424",783,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,7,"114,193","2,424","1,059",0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,8,"105,682","2,424",484,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,9,"102,845","2,424",447,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,10,"99,116","2,424",323,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,11,"94,726","2,424",414,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2015,12,"104,117","2,424",668,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,1,"107,269","2,424","1,100",0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,2,"101,804","2,424",918,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,3,"108,907","2,424","1,004",0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,4,"99,227","2,424",933,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,5,"111,482","2,424",882,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,6,"108,549","2,424",692,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,7,"107,644","2,424",707,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,8,"116,376","2,424",553,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,9,"100,997","2,424",345,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,10,"109,571","2,424",453,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,11,"98,511","2,424",423,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2016,12,"93,221","2,424",322,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,1,"105,951","2,424",775,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,2,"86,467","2,424",712,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,3,"101,252","2,424",740,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,4,"91,200","2,424",565,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,5,"105,664","2,424",547,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,6,"101,215","2,424",711,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,7,"106,569","2,424",768,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,8,"104,603","2,424",558,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,9,"95,214","2,424",624,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,10,"53,030","2,424",415,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,11,"52,971","2,424",439,0
Haleakala National Park,HALE,National Park,Pacific West ,HI,2017,12,"108,254","2,424",337,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,1,"156,106","144,940",118,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,2,"151,778","144,887",122,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,3,"145,077","154,619",132,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,4,"140,357","148,216",121,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,5,"169,435","144,409",146,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,6,"170,792","153,644",191,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,7,"178,630","160,020",181,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,8,"164,216","186,205",162,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,9,"126,494","156,780",120,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,10,"133,769","154,585",124,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,11,"136,135","150,257",120,0
Hawaii Volcanoes National Park ,HAVO,National Park,Pacific West ,HI,2015,12,"159,871","156,568",124,0
